name,country,province,population,latitude,longitude,elevation
Pemba,4930,Cabo Delgado,200529,-12.97,40.55,30
Pembroke Pines,4931,Florida,171178,26.01,-80.31,2
Penonomé,4932,Coclé,85737,8.52,-80.36,70
Penza,4933,Penzenskaya,501109,53.2,45,150
Peoria,4934,Arizona,190985,33.58,-112.24,348
Peoria,4935,Illinois,113150,40.72,-89.61,201
Pereira,4936,Risaralda,385838,4.81,-75.69,1411
Peristeri,4937,Attikis,139981,38.02,23.68,50
Perm,4938,Permskij,1034002,58,56.32,171
Perpignan,4939,Occitanie,118238,42.7,2.9,8
Perth,4940,Western Australia,2099530,-31.95,115.86,2
Perúgia,4941,Umbria,162449,43.11,12.39,493
Pervouralsk,4942,Sverdlovskaya,114450,56.92,59.93,283
Pescara,4943,Abruzzo,117166,42.46,14.21,4
Peshawar,4944,Khyber Pakhtunkhwa,1970042,34.02,71.58,359
Petah Tiqwa,4945,HaMerkaz,247956,32.09,34.89,15
Petaling Jaya,4946,Selangor,613977,3.08,101.65,NULL
Petare,4947,Miranda,520982,10.48,-66.82,900
Peterborough,4948,East of England,189561,52.58,-0.25,NULL
Pétion-Ville,4949,Haiti,271175,18.52,-72.28,NULL
Petrolina,4950,Pernambuco,219215,-9.39,-40.51,376
Petropavlovsk,4951,North-Kazakhstan,207402,54.88,69.17,140
Petropavlovsk-Kamčatskij,4952,Kamchatka,164900,53.02,158.65,150
Petrópolis,4953,Rio de Janeiro,281286,-22.5,-43.18,838
Petrozavodsk,4954,Karelia,234897,61.78,34.33,60
Pforzheim,4955,Baden-Württemberg,114411,48.9,8.72,261
Philadelphia,4956,Pennsylvania,1603767,39.95,-75.17,12
Philipsburg,4957,Sint Maarten,1327,18.02,-63.05,NULL
Phnom Penh,4958,Cambodia,2189460,11.55,104.92,12
Phoenix,4959,Arizona,1608139,33.45,-112.07,331
Phuket,4960,Thailand,258480,7.89,98.4,6
Piacenza,4961,Emilia-Romagna,100311,45.05,9.7,61
Piatra-Neamţ,4962,Neamţ,85055,46.93,26.37,310
Pierre,4963,South Dakota,14091,44.37,-100.34,443
Pimpri Chinchwad,4964,Maharashtra,1727692,18.62,73.8,570
Pinar del Río,4965,Pinar del Río,140230,22.41,-83.67,61
Pindamonhangaba,4966,São Paulo,141708,-22.92,-45.46,540
Pingdingshan,4967,Henan,1045966,33.73,113.3,NULL
Pingtung,4968,Taiwan,207862,22.68,120.49,20
Pinsk,4969,Brest,130355,52.11,26.01,141
Piracicaba,4970,São Paulo,356743,-22.73,-47.65,547
Pisa,4971,Toscana,85858,43.72,10.4,4
Piteşti,4972,Argeş,155383,44.86,24.87,300
Pittsburgh,4973,Pennsylvania,302971,40.44,-79.98,233
Piura,4974,Piura,477605,-5.2,-80.63,NULL
Pizhou,4975,Jiangsu,850773,34.4,118,NULL
Plano,4976,Texas,285494,33.02,-96.7,206
Playa del Carmen,4977,Quintana Roo,304942,20.63,-87.07,10
Pleven,4978,Bulgaria,91119,43.41,24.62,191
Płock,4979,Mazowieckie,114594,52.55,19.7,60
Ploieşti,4980,Prahova,209945,44.93,26.03,160
Plovdiv,4981,Bulgaria,342048,42.15,24.75,164
Plymouth,4982,South West England,240903,50.37,-4.14,20
Plymouth,4983,Montserrat,0,16.71,-62.22,NULL
Plzeň,4984,Plzeňský,174007,49.75,13.38,308
Poços de Caldas,4985,Minas Gerais,148722,-21.79,-46.56,1196
Podgorica,4986,Montenegro,150977,42.44,19.26,48
Podolsk,4987,Moskovskaya,314934,55.42,37.53,160
Pointe-Noire,4988,Pointe-Noire,829134,-4.78,11.86,14
Pokhara,4989,Nepal,518452,28.26,83.97,822
Polokwane,4990,Limpopo,628999,-23.9,29.45,1312
Poltava,4991,Poltavska,283402,49.59,34.55,132
Pomona,4992,California,151713,34.06,-117.76,259
Ponce,4993,Puerto Rico,107951,18,-66.61,16
Pondicherry,4994,Puducherry,NULL,11.93,79.79,3
Ponta Delgada,4995,Azores,40050,37.82,-25.75,NULL
Ponta Grossa,4996,Paraná,304733,-25.1,-50.15,975
Pontianak,4997,Kalimantan Barat,554764,0,109.33,1
Poole,4998,South West England,160778,50.72,-1.98,NULL
Popayán,4999,Cauca,266561,2.45,-76.61,1760
Pori,5000,Satakunta,83457,61.48,21.8,NULL
Porlamar,5001,Nueva Esparta,97667,10.95,-63.85,10
Port-au-Prince,5002,Haiti,875978,18.53,-72.33,98
Port-Gentil,5003,Gabon,136462,-0.72,8.78,3
Port-of-Spain,5004,Trinidad and Tobago,37074,10.67,-61.52,3
Port Blair,5005,Andaman and Nicobar Islands,NULL,11.67,92.74,16
Port Harcourt,5006,Rivers,2075000,4.75,7,18
Port Louis,5007,Mauritius,149226,-20.16,57.5,NULL
Port Moresby,5008,South,318128,-9.51,147.22,35
Port St. Lucie,5009,Florida,204851,27.28,-80.35,5
Port Sudan,5010,Al-Baḥr al-Aḥmar,394561,19.62,37.22,NULL
Port Vila,5011,Vanuatu,49528,-17.75,168.3,NULL
Portalegre,5012,Portalegre,NULL,39.32,-7.42,NULL
Portland,5013,Maine,68408,43.66,-70.25,19
Portland,5014,Oregon,652503,45.52,-122.68,15.2
Porto-Novo,5015,Benin,264320,6.5,2.61,38
Porto Alegre,5016,Rio Grande do Sul,1409351,-30.03,-51.23,10
Porto Seguro,5017,Bahia,104078,-16.43,-39.08,4
Porto Velho,5018,Rondônia,390733,-8.76,-63.9,83
Portsmouth,5019,South East England,241623,50.82,-1.08,NULL
Posadas,5020,Misiones,275028,-27.37,-55.9,120
Potenza,5021,Basilicata,66777,40.63,15.8,819
Potosí,5022,Potosí,189652,-19.58,-65.75,4067
Potsdam,5023,Brandenburg,156021,52.4,13.07,32
Poza Rica de Hidalgo,5024,Veracruz,180507,20.53,-97.45,50
Poznań,5025,Wielkopolskie,546859,52.4,16.92,60
Praha,5026,Praha,1301432,50.08,14.42,399
Praia,5027,Cape Verde,137868,14.92,-23.51,25
Praia Grande,5028,São Paulo,262051,-24.01,-46.4,3
Prato,5029,Toscana,185456,43.88,11.1,65
Presidente Prudente,5030,São Paulo,203375,-22.13,-51.38,NULL
Prešov,5031,Prešovský,84824,49,21.24,250
Preston,5032,North West England,99101,53.76,-2.7,NULL
Prishtine,5033,Kosovo,198214,42.67,21.17,652
Probolinggo,5034,Jawa Timur,217062,-7.75,113.22,NULL
Prokopjevsk,5035,Kemerovskaya,177819,53.88,86.72,280
Providence,5036,Rhode Island,190934,41.82,-71.42,23
Prypjat,5037,Kyïvska,0,51.4,30.06,120
Pskov,5038,Pskovskaya,193082,57.82,28.33,45
Pucallpa,5039,Ucayali,353891,-8.38,-74.52,154
Puebla,5040,Puebla,1542232,19.03,-98.18,2135
Puerto Ayacucho,5041,Amazonas,NULL,5.66,-67.63,74
Puerto Cabello,5042,Carabobo,177751,10.47,-68.02,3
Puerto Carreno,5043,Vichada,14974,6.18,-67.47,51
Puerto Cortes,5044,Cortés,90161,15.88,-87.95,NULL
Puerto La Cruz,5045,Anzoátegui,205866,10.2,-64.63,10
Puerto Lempira,5046,Gracias a Dios,NULL,15.27,-83.77,NULL
Puerto Maldonado,5047,Madre de Dios,NULL,-12.6,-69.18,183
Puerto Montt,5048,Lagos,171136,-41.47,-72.93,14
Puerto Plata,5049,Dominican Republic,118496,19.8,-70.7,8
Puerto Princesa,5050,Mimaropa,191738,9.75,118.75,NULL
Pune,5051,Maharashtra,3124458,18.52,73.86,561
Puning,5052,Guangdong,935668,23.3,116.17,10
Puno,5053,Puno,133199,-15.84,-70.02,3830
Punta Arenas,5054,Magallanes,125932,-53.17,-70.93,34
Puntarenas,5055,Puntarenas,115019,9.97,-84.83,5
Puškino,5056,Moskovskaya,110868,56.02,37.83,160
Putian,5057,Fujian,1539389,25.43,110.01,NULL
Putrajaya,5058,Putrajaya,NULL,2.94,101.7,NULL
Puyang,5059,Henan,824397,35.77,115.07,NULL
Pyatigorsk,5060,Stavropolskiy,146473,44.05,43.07,600
Pyongyang,5061,North Korea,3255288,39.02,125.74,38
Qaemshahr,5062,Mazandaran,204953,36.46,52.86,NULL
Qarshi,5063,Qasqadaryo,274891,38.87,65.8,374
Qazvin,5064,Qazvin,402748,36.27,50,NULL
Qina,5065,Egypt,241422,26.17,32.73,75
Qingdao,5066,Shandong,6165279,36.07,120.38,NULL
Qinhuangdao,5067,Hebei,1520199,39.93,119.6,NULL
Qinzhou,5068,Guangxi,771052,21.95,108.62,12
Qiqihar,5069,Heilongjiang,1029522,47.35,123.92,147
Qom,5070,Qom,1201158,34.64,50.88,928
Qu‘qon,5071,Fargʻona,252730,40.53,70.94,409
Quanzhou,5072,Fujian,1469157,24.92,118.58,NULL
Quebec,5073,Quebec,516622,46.82,-71.22,98
Queimados,5074,Rio de Janeiro,137962,-22.72,-43.55,29
Quelimane,5075,Zambézia,246915,-17.88,36.89,2
Querétaro,5076,Querétaro,794789,20.59,-100.39,1820
Quetta,5077,Balochistan,1001205,30.18,67,1680
Quetzaltenango,5078,Guatemala,180706,14.83,-91.51,2234
Quezon City,5079,Metro Manila,2936116,14.63,121.03,17
Qui Nhon,5080,North and South Central Coast,263892,13.77,109.23,NULL
Quibdó,5081,Chocó,113124,5.69,-76.66,43
Quillacollo,5082,Cochabamba,137029,-17.4,-66.28,2425
Quilmes,5083,Buenos Aires,582943,-34.72,-58.27,17
Quito,5084,Ecuador,1619146,-0.23,-78.52,2850
Qujing,5085,Yunnan,976161,25.48,103.8,1873
Rabak,5086,An-Nīl al-Abyaḍ,123890,13.18,32.73,NULL
Rabat,5087,Rabat Sale Zemmour Zaer,577827,34.03,-6.83,20
Rach Gia,5088,Mekong River Delta,211351,10.02,105.08,0.5
Radom,5089,Mazowieckie,201601,51.4,21.17,130
Rahimyar Khan,5090,Punjab,420419,28.42,70.3,NULL
Raipur,5091,Chhattisgarh,1010433,20.92,82,298.15
Rajahmundry,5092,Andhra Pradesh,324881,16.98,81.78,14
Rajkot,5093,Gujarat,1286678,22.3,70.78,128
Rajshahi,5094,Rajshahi,552791,24.37,88.6,18
Raleigh,5095,North Carolina,467665,35.78,-78.64,96
Ramallah,5096,West Bank,NULL,31.9,35.2,NULL
Ramenskoye,5097,Moskovskaya,114537,55.57,38.21,125
Ramla,5098,HaMerkaz,76246,31.93,34.87,80
Râmnicu Vâlcea,5099,Vâlcea,98776,45.1,24.38,NULL
Rancagua,5100,Libertador General Bernardo O'Higgins,290864,-34.17,-70.75,572
Ranchi,5101,Jharkhand,1073427,23.36,85.33,651
Rancho Cucamonga,5102,California,174453,34.12,-117.58,368
Randers,5103,Midtjylland,61664,56.46,10.04,56
Rangpur,5104,Rangpur,294265,25.56,89.25,34
Rasht,5105,Gilan,679995,37.28,49.58,5
Ravenna,5106,Emilia-Romagna,153740,44.42,12.2,4
Rawalpindi,5107,Punjab,2098231,33.6,73.03,508
Rawson,5108,Chubut,122531,-43.3,-65.1,4
Reading,5109,South East England,242572,51.45,-0.97,61
Recife,5110,Pernambuco,1537704,-8.05,-34.9,10
Recklinghausen,5111,Nordrhein-Westfalen,115958,51.59,7.16,85
Regensburg,5112,Bayern,135403,49.02,12.08,337
Réggio di Calabria,5113,Calabria,180817,38.11,15.66,31
Reggio nell'Emilia,5114,Emilia-Romagna,162082,44.7,10.63,58
Regina,5115,Saskatchewan,193100,50.45,-104.61,577
Reims,5116,Grand Est,180752,49.26,4.03,80
Remscheid,5117,Nordrhein-Westfalen,110708,51.18,7.2,365
Rennes,5118,Bretagne,208033,48.11,-1.68,20
Reno,5119,Nevada,264165,39.53,-119.82,1374
Resistencia,5120,Chaco,290723,-27.45,-58.99,20
Resita,5121,Caraş-Severin,NULL,45.3,21.89,208
Reus,5122,Catalunya,105981,41.15,1.12,134
Reutlingen,5123,Baden-Württemberg,109799,48.48,9.22,382
Reutov,5124,Moskovskaya,113871,55.76,37.96,166
Reykjavik,5125,Iceland,228415,64.13,-21.93,NULL
Reynosa,5126,Tamaulipas,691557,26.09,-98.28,33
Rhodes,5127,Notioy Aigaioy,115490,36.43,28.22,26
Ribeirão das Neves,5128,Minas Gerais,294153,-19.77,-44.09,NULL
Ribeirão Pires,5129,São Paulo,113068,-23.72,-46.42,800
Ribeirão Preto,5130,São Paulo,602966,-21.18,-47.81,546
Richmond,5131,British Columbia,190473,49.17,-123.13,5
Richmond,5132,California,116448,37.94,-122.35,14
Richmond,5133,Virginia,226610,37.53,-77.47,45.7
Rīga,5134,Latvia,696618,56.95,24.11,7
Rijeka,5135,Croatia,107964,45.32,14.42,10
Rikitea,5136,French Polynesia,NULL,-23.25,-134.98,10
Rímini,5137,Emilia-Romagna,139601,44.05,12.57,6
Rio Branco,5138,Acre,308545,-9.97,-67.81,143
Rio Claro,5139,São Paulo,181720,-22.41,-47.56,613
Río Cuarto,5140,Córdoba,157010,-33.13,-64.35,452
Rio de Janeiro,5141,Rio de Janeiro,6320446,-22.91,-43.2,31
Río Gallegos,5142,Santa Cruz,95796,-51.63,-69.22,20
Rio Grande,5143,Rio Grande do Sul,189429,-32.03,-52.1,6
Rio Verde,5144,Goiás,163540,-17.79,-50.92,748
Riohacha,5145,La Guajira,126103,11.54,-72.91,5
Rishon LeZiyyon,5146,HaMerkaz,254384,31.95,34.8,40
Riverside,5147,California,314998,33.95,-117.4,252
Rivne,5148,Rivnenska,245289,50.62,26.25,136
Riyadh,5149,Ar-Riyadh,5188286,24.63,46.72,612
Rize,5150,Rize,119828,41.02,40.52,6
Rizhao,5151,Shandong,1147175,35.42,119.43,NULL
Road Town,5152,British Virgin Islands,NULL,18.27,-64.37,NULL
Roatan,5153,Islas de la Bahía,NULL,16.3,-86.55,NULL
Rochdale,5154,North West England,114615,53.61,-2.16,NULL
Rochester,5155,New York,211328,43.17,-77.61,154
Rockford,5156,Illinois,148655,42.26,-89.06,222
Rodriguez,5157,Calabarzon,360602,14.72,121.12,NULL
Roma,5158,Lazio,2617175,41.88,12.43,21
Rondonópolis,5159,Mato Grosso,188028,-16.47,-54.64,227
Ronne,5160,Hovedstaden,NULL,55.1,14.7,15
Rosario,5161,Santa Fe,948312,-32.95,-60.67,31
Roseau,5162,Dominica,14725,15.3,-61.39,43
Rosso,5163,Trarza,51026,16.51,-15.8,6
Rostock,5164,Mecklenburg-Vorpommern,200265,54.08,12.13,14
Rostov-na-Donu,5165,Rostovskaya,1142162,47.23,39.7,50
Rotherham,5166,Yorkshire and the Humber,109697,53.43,-1.36,NULL
Rotterdam,5167,Zuid-Holland,619180,51.92,4.5,0
Rouen,5168,Normandie,111553,49.44,1.1,2
Rovaniemi,5169,Lappia,61244,66.5,25.73,NULL
Roxas,5170,Western Visayas,167003,11.58,122.75,NULL
Rubcovsk,5171,Altayskiy,126834,51.52,81.2,210
Ruda Śląska,5172,Śląskie,133793,50.27,18.7,272
Rudniy,5173,Kostanai,114170,52.97,63.13,NULL
Rufisque,5174,Dakar,221066,14.72,-17.27,NULL
Rugao,5175,Jiangsu,761879,32.25,120.57,2
Ruian,5176,Zhejiang,1012484,27.78,120.63,NULL
Rundu,5177,Namibia,63431,-17.9,19.75,1095
Ruse,5178,Bulgaria,135440,43.82,25.95,45
Ryazan,5179,Ryazanskaya,528599,54.6,39.7,130
Rybinsk,5180,Yaroslavskaya,177295,58.05,38.83,100
Rybnik,5181,Śląskie,133772,50.08,18.55,210
Rzeszów,5182,Podkarpackie,195871,50.03,22,221
Saanich,5183,British Columbia,NULL,48.48,-123.38,23
Saarbrücken,5184,Saarland,175853,49.23,7,230
Sabadell,5185,Catalunya,216759,41.55,2.11,190
Sabará,5186,Minas Gerais,123084,-19.89,-43.81,705
Sabzevar,5187,Khorasan-e-Razavi,243700,36.21,57.68,977.6
Sacaba,5188,Cochabamba,169494,-17.4,-66.04,2719
Šachty,5189,Rostovskaya,226452,47.7,40.23,100
Sacramento,5190,California,524943,38.56,-121.47,9
Safi,5191,Doukala Abda,308508,32.28,-9.23,20
Saga,5192,Saga,236372,33.27,130.3,NULL
Sagaing,5193,Sagaing,NULL,21.88,95.98,NULL
Sagamihara,5194,Kanagawa,720780,35.57,139.37,NULL
Saharanpur,5195,Uttar Pradesh,374945,29.96,77.55,NULL
Sahiwal,5196,Punjab,389605,30.66,73.11,152.4
Saint-Denis,5197,Île-de-France,111354,48.95,2.35,23
Saint-Denis,5198,Reunion,145347,-20.9,55.5,25
Saint-Étienne,5199,Auvergne-Rhône-Alpes,170049,45.43,4.39,422
Saint-Louis,5200,Saint-Louis,209752,16.03,-16.5,NULL
Saint-Paul,5201,Reunion,103916,-21.01,55.27,3
Saint-Pierre,5202,Saint Pierre and Miquelon,5618,46.78,-56.18,10
Saint Catharines,5203,Ontario,131400,43.18,-79.23,97.8
Saint George's,5204,Grenada,38249,12.05,-61.75,NULL
Saint Helier,5205,Jersey,NULL,49.2,-2.1,NULL
Saint Peter Port,5206,Guernsey,NULL,49.6,-2.6,NULL
Saipan,5207,Northern Mariana Islands,43385,15.18,145.76,60
Saitama,5208,Saitama,1263979,35.87,139.65,NULL
Sakai,5209,Osaka,839310,34.57,135.48,NULL
Sakaka,5210,Al-Jouf,150257,29.97,40.2,566
Sakarya,5211,Sakarya,544984,40.78,30.4,31
Salalah,5212,Oman,293962,17.02,54.09,NULL
Salamanca,5213,Castilla y León,143549,40.97,-5.67,802
Salamanca,5214,Guanajuato,160682,20.57,-101.2,1721
Salavat,5215,Bashkortostan,148575,53.37,55.93,156
Sale,5216,North West England,141068,53.42,-2.32,NULL
Salé,5217,Rabat Sale Zemmour Zaer,890403,34.03,-6.8,NULL
Salekhard,5218,Tyumenskaya,42544,66.53,66.6,15
Salem,5219,Tamil Nadu,366712,11.65,78.16,278
Salem,5220,Oregon,175535,44.93,-123.03,47
Salerno,5221,Campania,132608,40.68,14.77,4
Salford,5222,North West England,129794,53.51,-2.33,68
Salgótarján,5223,Nógrád,NULL,48.09,19.79,299
Salinas,5224,California,163542,36.68,-121.66,16
Salt Lake City,5225,Utah,199723,40.75,-111.88,1288
Salta,5226,Salta,520683,-24.78,-65.42,1152
Saltillo,5227,Coahuila,864431,25.43,-101,1600
Salto,5228,Uruguay,104011,-31.38,-57.95,48
Salvador,5229,Bahia,2674923,-12.97,-38.48,8
Salzburg,5230,Salzburg,145270,47.8,13.03,424
Salzgitter,5231,Niedersachsen,98895,52.15,10.33,90
Samara,5232,Samarskaya,1173299,53.2,50.14,100
Samarinda,5233,Kalimantan Timur,727500,-0.5,117.15,8
Samarqand,5234,Samarqand,546303,39.7,66.98,702
Samarra,5235,Salah al-Deen,144771,34.2,43.87,80
Samsun,5236,Samsun,643820,41.28,36.33,NULL
Samut Prakan,5237,Thailand,681000,13.6,100.6,NULL
San-Pedro,5238,Bas-Sassandra,174287,4.75,-6.64,10
San Andres,5239,"San Andrés, Providencia y Santa Catalina",41400,12.58,-81.7,NULL
San Antonio,5240,Texas,1434625,29.42,-98.5,198
San Bernardino,5241,California,222101,34.1,-117.3,321
San Carlos,5242,Ilocos,188571,15.93,120.35,NULL
San Carlos,5243,Cojedes,NULL,9.65,-68.58,152
San Cristóbal,5244,Táchira,328636,7.77,-72.23,860
San Cristóbal de La Laguna,5245,Canarias,158117,28.48,-16.3,543
San Diego,5246,California,1386932,32.72,-117.16,129
San Felipe,5247,Yaracuy,NULL,10.34,-68.74,250
San Fernando,5248,Central Luzon,306659,15.03,120.68,NULL
San Fernando,5249,Ilocos,97677,16.62,120.32,NULL
San Fernando,5250,Apure,NULL,7.89,-67.47,47
San Fernando del Valle de Catamarca,5251,Catamarca,159703,-28.47,-65.78,500
San Francisco,5252,California,873965,37.78,-122.42,16
San Isidro,5253,Buenos Aires,292878,-34.47,-58.52,15
San Jose,5254,California,1013240,37.33,-121.9,25
San José,5255,San José,288054,9.93,-84.08,1172
San José de las Lajas,5256,Mayabeque,NULL,22.97,-82.16,135
San Jose del Guaviare,5257,Guaviare,36354,2.57,-72.63,185
San Jose Del Monte,5258,Central Luzon,574089,14.81,121.05,100
San Juan,5259,Puerto Rico,322854,18.41,-66.06,8
San Juan,5260,San Juan,109123,-31.53,-68.53,640
San Juan,5261,Guárico,NULL,9.91,-67.36,428.5
San Luis,5262,San Luis,169947,-33.3,-66.33,709
San Luis Potosí,5263,San Luis Potosí,845941,22.15,-100.84,1850
San Marino,5264,San Marino,4048,43.93,12.45,749
San Mateo,5265,Calabarzon,252527,14.7,121.12,NULL
San Miguel,5266,El Salvador,218410,13.48,-88.18,129
San Miguel de Tucumán,5267,Tucumán,548866,-26.83,-65.22,431
San Miguelito,5268,Panamá,315019,9.03,-79.5,NULL
San Nicolás de los Garzas,5269,Nuevo Léon,412199,25.75,-100.28,512
San Pablo,5270,Calabarzon,266068,14.07,121.32,NULL
San Pedro,5271,Calabarzon,325809,14.36,121.06,NULL
San Pedro Garza García,5272,Nuevo Léon,132128,25.66,-100.4,540
San Pedro Sula,5273,Cortés,598519,15.5,-88.03,83
San Salvador,5274,El Salvador,354174,13.69,-89.19,658
San Salvador de Jujuy,5275,Jujuy,257970,-24.18,-65.3,1259
Sanaa,5276,Yemen,1527861,15.35,44.21,2250
Sanandaj,5277,Kurdestan,412767,35.31,46.99,1538
Sancti Spíritus,5278,Sancti Spíritus,104968,21.93,-79.44,51
Sandakan,5279,Sabah,276791,5.83,118.12,12
Sandvika,5280,Akershus,116677,59.88,10.52,12
Sankt Gallen,5281,Sankt Gallen,76213,47.42,9.37,675
Sankt Peterburg,5282,Sankt-Peterburg,5601911,59.95,30.3,3
Şanlıurfa,5283,Şanlıurfa,586733,37.16,38.79,477
Sannār,5284,Sannār,123158,13.55,33.6,NULL
Santa Ana,5285,El Salvador,245421,13.98,-89.53,665
Santa Ana,5286,California,310227,33.74,-117.88,35
Santa Ana de Coro,5287,Falcón,158763,11.42,-69.67,17
Santa Barbara,5288,Santa Bárbara,NULL,14.92,-88.23,NULL
Santa Bárbara d'Oeste,5289,São Paulo,178596,-22.75,-47.41,570
Santa Clara,5290,Villa Clara,211925,22.41,-79.96,125
Santa Clarita,5291,California,228673,34.42,-118.51,368
Santa Coloma de Gramenet,5292,Catalunya,118489,41.47,2.22,56
Santa Cruz de la Sierra,5293,Santa Cruz,1453549,-17.8,-63.18,416
Santa Cruz de Tenerife,5294,Canarias,208103,28.47,-16.25,4
Santa Cruz do Sul,5295,Rio Grande do Sul,105190,-29.72,-52.43,122
Santa Fe,5296,Santa Fe,391164,-31.63,-60.7,25
Santa Fe,5297,New Mexico,87505,35.67,-105.96,2195
Santa Luzia,5298,Minas Gerais,202378,-19.77,-43.85,751
Santa Maria,5299,Rio Grande do Sul,248347,-29.68,-53.8,113
Santa Marta,5300,Magdalena,455299,11.24,-74.21,6
Santa Rita,5301,Paraíba,103717,-7.11,-34.98,NULL
Santa Rosa,5302,La Pampa,102860,-36.62,-64.28,175
Santa Rosa,5303,Calabarzon,353767,14.36,121.06,NULL
Santa Rosa,5304,California,178127,38.45,-122.7,50
Santa Rosa de Copan,5305,Copán,48485,14.77,-88.78,1168
Santa Tecla,5306,El Salvador,126353,13.67,-89.24,931
Santander,5307,Cantabria,172000,43.46,-3.8,15
Santarem,5308,Santarem,NULL,39.23,-8.68,NULL
Santarém,5309,Pará,215790,-2.43,-54.72,51
Santiago,5310,Dominican Republic,550753,19.47,-70.7,175
Santiago,5311,Veraguas,88997,8.11,-80.97,101
Santiago,5312,Santiago,6160040,-33.45,-70.67,521
Santiago de Compostela,5313,Galicia,NULL,42.88,-8.54,260
Santiago de Cuba,5314,Santiago de Cuba,431272,20.02,-75.81,82
Santiago del Estero,5315,Santiago de Estero,252192,-27.78,-64.27,187
Santo André,5316,São Paulo,676407,-23.66,-46.53,700
Santo Domingo,5317,Dominican Republic,2581827,18.47,-69.95,14
Santo Domingo de los Colorados,5318,Ecuador,305632,-0.25,-79.17,625
Santos,5319,São Paulo,419086,-23.94,-46.32,2
Sanya,5320,Hainan,801020,18.25,109.5,NULL
São Bernardo do Campo,5321,São Paulo,752658,-23.7,-46.55,762
São Caetano do Sul,5322,São Paulo,149263,-23.63,-46.55,744
São Carlos,5323,São Paulo,213061,-22.02,-47.89,856
São Gonçalo,5324,Rio de Janeiro,998999,-22.83,-43.05,19
São João de Meriti,5325,Rio de Janeiro,458673,-22.8,-43.37,19
São José,5326,Santa Catarina,207312,-27.61,-48.63,3
São José do Rio Preto,5327,São Paulo,383490,-20.81,-49.38,489
São José dos Campos,5328,São Paulo,617106,-23.19,-45.88,660
São José dos Pinhais,5329,Paraná,236895,-25.53,-49.21,906
São Leopoldo,5330,Rio Grande do Sul,213238,-29.76,-51.15,26
São Luís,5331,Maranhão,958522,-2.53,-44.3,4
São Paulo,5332,São Paulo,11152344,-23.55,-46.63,760
São Tomé,5333,Sao Tome and Principe,66888,0.34,6.68,137
São Vicente,5334,São Paulo,331817,-23.96,-46.39,6
Sapele,5335,Delta,310000,5.9,5.67,NULL
Sapporo,5336,Hokkaido,1952356,43.07,141.35,NULL
Sapucaia do Sul,5337,Rio Grande do Sul,130469,-29.84,-51.14,35
Sarajevo,5338,Federacija Bosne i Hercegovine,291422,43.87,18.42,518
Saransk,5339,Mordoviya,314871,54.18,45.18,160
Sarapul,5340,Udmurtskaya,101381,56.47,53.8,80
Saratov,5341,Saratovskaya,901361,51.53,46.02,50
Sargodha,5342,Punjab,659862,32.08,72.67,193
Sari,5343,Mazandaran,309820,36.56,53.06,5
Sariwon,5344,North Korea,307764,38.51,125.75,NULL
Sarnen,5345,Obwalden,NULL,46.88,8.23,473
Saskatoon,5346,Saskatchewan,222189,52.13,-106.68,481.5
Sássari,5347,Sardegna,123782,40.73,8.57,225
Satu Mare,5348,Satu-Mare,102411,47.79,22.89,127
Saurimo,5349,Lunda-Sul,423548,-9.65,20.4,1081
Savannah,5350,Georgia,147780,32.02,-81.12,15
Savar,5351,Dhaka,296851,23.86,90.26,NULL
Sawhaj,5352,Egypt,248174,26.55,31.7,61
Ščëlkovo,5353,Moskovskaya,134211,55.92,38,150
Schaerbeek,5354,Bruxelles,132799,50.87,4.38,NULL
Schaffhausen,5355,Schaffhausen,NULL,47.7,8.63,403
Schwerin,5356,Mecklenburg-Vorpommern,91293,53.63,11.42,44
Schwyz,5357,Schwyz,NULL,47.02,8.65,516
Scottsdale,5358,Arizona,241361,33.5,-111.93,383
Seattle,5359,Washington,737015,47.61,-122.33,50
Sedhiou,5360,Sédhiou,NULL,12.7,-15.55,NULL
Ségou,5361,Ségou,133501,13.45,-6.27,294
Séguéla,5362,Woroba,46189,7.97,-6.67,NULL
Seinäjoki,5363,Etelä-Pohjanmaa,62052,62.8,22.73,NULL
Sejong,5364,South Korea,353933,36.28,127.28,NULL
Selibaby,5365,Guidimagha,NULL,15.16,-12.18,NULL
Semarang,5366,Jawa Tengah,1555984,-6.97,110.42,4
Semei,5367,East-Kazakhstan,312065,50.43,80.27,206
Semnan,5368,Semnan,185129,35.57,53.4,1130
Sendai,5369,Miyagi,1082159,38.27,140.87,NULL
Seongnam,5370,South Korea,922025,37.43,127.15,NULL
Seoul,5371,South Korea,9586195,37.57,126.97,NULL
Serang,5372,Banten,577785,-6.12,106.15,39
Serekunda,5373,Gambia,362986,13.44,-16.68,10
Seremban,5374,Negeri Sembilan,246441,2.72,101.95,79
Sergijev Posad,5375,Moskovskaya,101756,56.3,38.13,210
Serpuchov,5376,Moskovskaya,133793,54.92,37.4,140
Serra,5377,Espírito Santo,406450,-20.13,-40.31,301
Sete Lagoas,5378,Minas Gerais,208956,-19.47,-44.25,766.73
Sétif,5379,Algeria,252127,36.18,5.4,1096
Settat,5380,Chaouia Ouardigha,142250,33,-7.62,NULL
Setúbal,5381,Setubal,98470,38.53,-8.88,NULL
Sevastopol,5382,Sevastopol,464349,44.6,33.53,100
Severodvinsk,5383,Arkhangelskaya,157213,64.57,39.87,7
